Date,Open,High,Low,Close,Adj Close,Volume
2015-01-07,90.400002,91.58000200000001,90.110001,90.589996,84.805374,1140671
2015-01-08,90.489998,91.5,90.470001,90.91999799999999,85.114304,1367197
2015-01-09,90.91999799999999,92.0,90.5,91.739998,85.88195,761742
2015-01-12,91.839996,92.0,91.519997,91.709999,85.853859,1139042
2015-01-13,90.559998,92.989998,90.559998,92.349998,86.452995,1068872
2015-01-14,92.25,92.510002,91.010002,92.129997,86.24704,1489356
2015-01-15,92.230003,92.230003,88.599998,89.029999,83.34498599999999,1567892
2015-01-16,89.120003,90.489998,86.769997,89.400002,83.69136800000001,388812
2015-01-19,89.41999799999999,90.290001,88.839996,89.379997,83.672638,196440
2015-01-20,87.599998,90.349998,87.599998,89.230003,83.532219,726997
2015-01-21,88.510002,90.309998,88.5,89.08000200000001,83.39179200000001,1518709
2015-01-22,89.989998,91.209999,89.800003,90.089996,84.337303,869896
2015-01-23,90.019997,91.480003,89.0,89.5,83.784981,846318
2015-01-26,88.940002,91.199997,88.93,90.470001,84.693039,1112777
2015-01-27,90.370003,91.480003,88.900002,90.93,85.123665,1613258
2015-01-28,90.989998,91.5,90.139999,90.66999799999999,84.880264,298689
2015-01-29,91.449997,91.449997,88.519997,88.989998,83.307541,1208685
2015-01-30,88.949997,90.089996,87.440002,88.599998,82.942451,1087812
2015-02-03,88.900002,89.400002,88.209999,88.910004,83.232658,1096071
2015-02-04,88.470001,91.129997,88.470001,88.970001,83.288826,959622
2015-02-05,88.910004,90.889999,88.610001,90.410004,84.63687900000001,853022
2015-02-06,90.309998,92.510002,88.519997,92.300003,86.406189,971569
2015-02-09,89.0,92.699997,89.0,92.290001,86.39681999999999,560805
2015-02-10,92.25,92.480003,90.029999,91.370003,85.535576,945947
2015-02-11,90.059998,92.0,89.699997,90.160004,84.40283199999999,869549
2015-02-12,91.690002,92.400002,90.839996,91.93,86.05980699999999,865858
2015-02-13,92.370003,93.0,91.519997,92.610001,86.696396,591564
2015-02-16,92.949997,92.949997,91.410004,91.889999,86.022362,193622
2015-02-17,92.940002,92.940002,91.900002,92.599998,86.687027,199730
2015-02-18,92.900002,95.5,92.610001,92.989998,87.052132,1601359
2015-02-19,93.0,93.379997,92.809998,93.260002,87.304886,737829
2015-02-20,93.660004,93.690002,93.089996,93.360001,87.39850600000001,691734
2015-02-23,93.459999,94.300003,92.43,92.589996,86.677666,745290
2015-02-24,92.589996,93.970001,90.470001,91.599998,85.750877,830048
2015-02-25,92.900002,92.980003,90.809998,92.57,86.65894300000001,1666403
2015-02-26,92.57,93.800003,92.400002,93.139999,87.192543,1143240
2015-02-27,93.139999,95.0,93.139999,94.779999,88.72782099999999,1496512
2015-03-02,94.760002,94.760002,92.610001,93.010002,87.070854,2493667
2015-03-03,93.029999,94.730003,92.400002,92.660004,86.743202,1258116
2015-03-04,92.790001,92.900002,91.389999,91.730003,85.872589,721910
2015-03-05,92.0,93.660004,91.730003,91.940002,86.069176,1653855
2015-03-06,91.349998,92.099998,91.129997,91.43,85.591736,700459
2015-03-09,91.650002,92.980003,91.519997,92.529999,86.621498,692193
2015-03-10,91.989998,93.379997,91.230003,92.32,86.424911,993234
2015-03-11,92.5,93.260002,91.010002,91.449997,85.610458,778563
2015-03-12,91.459999,93.269997,91.260002,92.120003,86.237679,1521518
2015-03-13,92.389999,92.800003,91.010002,91.370003,85.535576,712182
2015-03-17,91.370003,92.25,91.019997,91.489998,85.647911,1179956
2015-03-18,91.489998,91.889999,91.010002,91.519997,85.675995,782840
2015-03-19,91.43,92.379997,91.059998,91.639999,85.788322,924525
2015-03-20,91.300003,93.300003,91.300003,91.550003,85.70407900000001,1143715
2015-03-23,91.5,91.980003,90.360001,91.230003,85.40451,1009075
2015-03-24,91.33000200000001,93.75,91.33000200000001,93.32,87.361053,1365943
2015-03-25,93.720001,93.800003,91.970001,93.190002,87.239357,1076574
2015-03-26,91.5,93.309998,90.510002,92.589996,86.677666,1079975
2015-03-27,91.309998,94.089996,91.309998,92.730003,86.808723,1478573
2015-03-30,92.730003,93.08000200000001,92.0,92.870003,86.939796,880220
2015-03-31,93.110001,94.459999,92.410004,93.690002,87.70742800000001,1246391
2015-04-01,94.0,94.5,92.349998,93.010002,87.070854,1283510
2015-04-06,93.010002,95.0,93.010002,94.779999,88.72782099999999,1527505
2015-04-07,94.75,98.809998,93.459999,96.720001,90.543945,2819634
2015-04-08,96.400002,98.989998,95.309998,97.16999799999999,90.965202,1780461
2015-04-09,97.269997,98.389999,97.150002,97.790001,91.545631,600293
2015-04-10,98.0,98.379997,97.110001,98.199997,91.929443,836881
2015-04-13,98.300003,98.300003,96.099998,96.970001,90.777985,702879
2015-04-14,96.959999,97.690002,96.010002,96.709999,90.534584,640197
2015-04-15,96.900002,98.150002,96.779999,97.75,91.508179,1566327
2015-04-16,97.769997,98.16999799999999,97.029999,97.989998,91.732857,1000660
2015-04-17,98.400002,98.400002,96.650002,97.709999,91.470734,864575
2015-04-20,97.709999,98.010002,96.519997,97.379997,91.16179699999999,1745477
2015-04-21,98.0,98.0,96.459999,96.989998,90.7967,1082447
2015-04-22,96.199997,96.900002,95.559998,96.529999,92.026527,894025
2015-04-23,97.5,97.809998,96.089996,96.709999,92.19811999999999,740343
2015-04-24,96.610001,96.989998,95.550003,96.269997,91.778648,814614
2015-04-27,96.989998,97.0,95.629997,95.949997,91.473579,984383
